ProductID,ProductName,Category,SubCategory,Brand,PriceUSD,StockQty,Rating,UnitsSold,Description,Revenue,LowStock,SalesLevel,PriceRange
GRN-1166,Extension Cord 50ft,Compressed Air,Compressors,Dayton,364.56,96,4.7,4937,Dayton Compressors product suitable for industrial use.,1799832.72,False,High,High
GRN-1167,Ladder 6ft Fiberglass,Tools Storage,Tool Bags,Werner,278.87,33,3.9,4532,Werner Tool Bags product suitable for industrial use.,1263838.84,False,High,High
GRN-1168,Cordless Screwdriver,Footwear,Work Boots,DeWalt,203.44,308,3.8,3282,DeWalt Work Boots product suitable for industrial use.,667690.08,False,High,Medium
GRN-1169,Oil-Resistant Boots,Tools Storage,Tool Bags,Eaton,150.26,295,4.6,2158,Eaton Tool Bags product suitable for industrial use.,324261.07999999996,False,Medium,Medium
GRN-1170,Heavy Duty Drill,Compressed Air,Compressors,Bosch,344.71,143,3.9,1101,Bosch Compressors product suitable for industrial use.,379525.70999999996,False,Low,High
GRN-1171,Safety Gloves - Large,Footwear,Work Boots,3M,127.22,370,4.6,1323,3M Work Boots product suitable for industrial use.,168312.06,False,Low,Medium
GRN-1172,LED Work Light,Electrical,Circuit Protection,GE,177.41,39,3.7,3870,GE Circuit Protection product suitable for industrial use.,686576.7,False,High,Medium
GRN-1173,Adjustable Wrench,Power Tools,Drills,Dayton,288.09,423,4.1,3083,Dayton Drills product suitable for industrial use.,888181.47,False,High,High
GRN-1174,Portable Air Compressor,Footwear,Work Boots,Bosch,498.33,479,3.9,805,Bosch Work Boots product suitable for industrial use.,401155.64999999997,False,Low,High
GRN-1175,Fire Extinguisher ABC,Ladders & Scaff.,Step Ladders,3M,360.21,43,4.6,960,3M Step Ladders product suitable for industrial use.,345801.6,False,Low,High
GRN-1176,Industrial Cleaner,Plumbing,Pipe Tools,Ansell,433.22,43,3.8,3400,Ansell Pipe Tools product suitable for industrial use.,1472948.0,False,High,High
GRN-1177,Oil-Resistant Boots,Lighting,Work Lights,Bosch,147.27,143,3.7,3833,Bosch Work Lights product suitable for industrial use.,564485.91,False,High,Medium
GRN-1178,Heavy Duty Drill,Footwear,Work Boots,Werner,158.26,415,4.7,2920,Werner Work Boots product suitable for industrial use.,462119.19999999995,False,Medium,Medium
GRN-1179,Air Filter 16x25x1,Lighting,Work Lights,GE,394.55,326,3.6,1676,GE Work Lights product suitable for industrial use.,661265.8,False,Medium,High
GRN-1180,Ladder 6ft Fiberglass,Footwear,Work Boots,3M,271.28,31,3.5,920,3M Work Boots product suitable for industrial use.,249577.59999999998,False,Low,High
GRN-1181,Air Filter 16x25x1,Compressed Air,Compressors,Kidde,460.36,457,4.0,2821,Kidde Compressors product suitable for industrial use.,1298675.56,False,Medium,High
GRN-1182,Air Filter 16x25x1,Ladders & Scaff.,Step Ladders,Grainger,499.09,179,4.7,3213,Grainger Step Ladders product suitable for industrial use.,1603576.17,False,High,High
GRN-1183,Extension Cord 50ft,Plumbing,Pipe Tools,Werner,450.93,420,4.1,4548,Werner Pipe Tools product suitable for industrial use.,2050829.6400000001,False,High,High
GRN-1184,Safety Gloves - Large,Compressed Air,Compressors,Milwaukee,11.31,441,3.8,1078,Milwaukee Compressors product suitable for industrial use.,12192.18,False,Low,Low
GRN-1185,Ladder 6ft Fiberglass,Footwear,Work Boots,Dayton,424.47,142,5.0,2426,Dayton Work Boots product suitable for industrial use.,1029764.2200000001,False,Medium,High
GRN-1186,LED Work Light,Ladders & Scaff.,Step Ladders,DeWalt,498.2,265,4.3,1749,DeWalt Step Ladders product suitable for industrial use.,871351.7999999999,False,Medium,High
GRN-1187,LED Work Light,Footwear,Work Boots,GE,348.83,341,3.9,4198,GE Work Boots product suitable for industrial use.,1464388.3399999999,False,High,High
GRN-1188,Ladder 6ft Fiberglass,Plumbing,Pipe Tools,Timberland PRO,452.02,109,4.0,1899,Timberland PRO Pipe Tools product suitable for industrial use.,858385.98,False,Medium,High
GRN-1189,Pipe Wrench,Tools Storage,Tool Bags,Eaton,278.51,110,4.1,1976,Eaton Tool Bags product suitable for industrial use.,550335.76,False,Medium,High
GRN-1190,Industrial Cleaner,HVAC,Air Filters,Bosch,226.56,273,4.7,247,Bosch Air Filters product suitable for industrial use.,55960.32,False,Low,Medium
GRN-1191,LED Work Light,Electrical,Extension Cords,Timberland PRO,477.35,35,4.0,2286,Timberland PRO Extension Cords product suitable for industrial use.,1091222.1,False,Medium,High
GRN-1192,Circuit Breaker 20A,Cleaning Supplies,Surface Cleaners,Kidde,109.93,348,3.9,3973,Kidde Surface Cleaners product suitable for industrial use.,436751.89,False,High,Medium
GRN-1193,Heavy Duty Drill,Electrical,Circuit Protection,GE,369.04,203,3.8,4373,GE Circuit Protection product suitable for industrial use.,1613811.9200000002,False,High,High
GRN-1194,Safety Gloves - Large,Safety Equipment,Hand Protection,Dayton,372.68,91,4.1,3436,Dayton Hand Protection product suitable for industrial use.,1280528.48,False,High,High
GRN-1195,Circuit Breaker 20A,Plumbing,Pipe Tools,Ansell,464.06,117,4.7,1159,Ansell Pipe Tools product suitable for industrial use.,537845.54,False,Low,High
GRN-1196,Fire Extinguisher ABC,Safety Equipment,Fire Safety,Dayton,370.78,140,4.2,741,Dayton Fire Safety product suitable for industrial use.,274747.98,False,Low,High
GRN-1197,Circuit Breaker 20A,Footwear,Work Boots,Ansell,119.19,386,4.0,4859,Ansell Work Boots product suitable for industrial use.,579144.21,False,High,Medium
GRN-1198,Oil-Resistant Boots,Tools Storage,Tool Bags,3M,34.81,5,3.8,3901,3M Tool Bags product suitable for industrial use.,135793.81,True,High,Low
GRN-1199,Pipe Wrench,Lighting,Work Lights,Bosch,454.08,42,3.6,508,Bosch Work Lights product suitable for industrial use.,230672.63999999998,False,Low,High
GRN-1200,"Industrial Fan 24""",Compressed Air,Compressors,Zep,280.22,33,4.2,4549,Zep Compressors product suitable for industrial use.,1274720.78,False,High,High
GRN-1201,Portable Air Compressor,Cleaning Supplies,Surface Cleaners,Werner,471.44,176,3.5,2472,Werner Surface Cleaners product suitable for industrial use.,1165399.68,False,Medium,High
GRN-1202,Extension Cord 50ft,Electrical,Extension Cords,DeWalt,62.06,243,4.5,1377,DeWalt Extension Cords product suitable for industrial use.,85456.62000000001,False,Low,Low
GRN-1203,LED Work Light,Plumbing,Pipe Tools,Ansell,103.78,231,4.5,1863,Ansell Pipe Tools product suitable for industrial use.,193342.14,False,Medium,Medium
GRN-1204,Air Filter 16x25x1,Power Tools,Wrenches,Grainger,436.93,8,3.9,2167,Grainger Wrenches product suitable for industrial use.,946827.31,True,Medium,High
GRN-1205,Circuit Breaker 20A,Compressed Air,Compressors,Milwaukee,309.78,321,4.2,3484,Milwaukee Compressors product suitable for industrial use.,1079273.52,False,High,High
GRN-1206,LED Work Light,Tools Storage,Tool Bags,Zep,125.84,302,4.4,169,Zep Tool Bags product suitable for industrial use.,21266.96,False,Low,Medium
GRN-1207,Circuit Breaker 20A,Cleaning Supplies,Surface Cleaners,Bosch,179.65,28,3.8,3665,Bosch Surface Cleaners product suitable for industrial use.,658417.25,False,High,Medium
GRN-1208,"Tool Bag 18""",Ladders & Scaff.,Step Ladders,Timberland PRO,439.66,465,4.0,1386,Timberland PRO Step Ladders product suitable for industrial use.,609368.76,False,Low,High
GRN-1209,LED Work Light,Compressed Air,Compressors,Zep,135.52,23,4.1,4157,Zep Compressors product suitable for industrial use.,563356.64,False,High,Medium
GRN-1210,Safety Gloves - Large,Plumbing,Pipe Tools,Eaton,402.39,236,3.7,4377,Eaton Pipe Tools product suitable for industrial use.,1761261.03,False,High,High
GRN-1211,Pipe Wrench,Cleaning Supplies,Surface Cleaners,Dayton,317.8,52,3.7,1931,Dayton Surface Cleaners product suitable for industrial use.,613671.8,False,Medium,High
GRN-1212,Ladder 6ft Fiberglass,Tools Storage,Tool Bags,DeWalt,190.14,474,3.7,2815,DeWalt Tool Bags product suitable for industrial use.,535244.1,False,Medium,Medium
GRN-1213,Adjustable Wrench,Power Tools,Screwdrivers,Kidde,368.39,278,4.8,4859,Kidde Screwdrivers product suitable for industrial use.,1790007.01,False,High,High
GRN-1214,Ladder 6ft Fiberglass,Ladders & Scaff.,Step Ladders,Dayton,153.82,400,4.5,2644,Dayton Step Ladders product suitable for industrial use.,406700.07999999996,False,Medium,Medium
GRN-1215,Circuit Breaker 20A,Safety Equipment,Fire Safety,Grainger,132.94,247,4.7,4935,Grainger Fire Safety product suitable for industrial use.,656058.9,False,High,Medium
GRN-1216,"Tool Bag 18""",Ladders & Scaff.,Step Ladders,Ansell,33.7,181,4.4,535,Ansell Step Ladders product suitable for industrial use.,18029.5,False,Low,Low
GRN-1217,Adjustable Wrench,Safety Equipment,Hand Protection,Zep,80.21,180,4.3,2741,Zep Hand Protection product suitable for industrial use.,219855.61,False,Medium,Low
GRN-1218,LED Work Light,Power Tools,Wrenches,Werner,305.66,86,4.2,2438,Werner Wrenches product suitable for industrial use.,745199.0800000001,False,Medium,High
GRN-1219,Ladder 6ft Fiberglass,Footwear,Work Boots,DeWalt,234.99,299,4.9,158,DeWalt Work Boots product suitable for industrial use.,37128.42,False,Low,Medium
GRN-1220,Adjustable Wrench,Cleaning Supplies,Surface Cleaners,3M,35.03,182,4.8,2404,3M Surface Cleaners product suitable for industrial use.,84212.12000000001,False,Medium,Low
GRN-1221,Circuit Breaker 20A,Lighting,Work Lights,DeWalt,223.68,107,4.1,131,DeWalt Work Lights product suitable for industrial use.,29302.08,False,Low,Medium
GRN-1222,Circuit Breaker 20A,Electrical,Circuit Protection,Werner,21.55,476,4.2,516,Werner Circuit Protection product suitable for industrial use.,11119.800000000001,False,Low,Low
GRN-1223,Extension Cord 50ft,Tools Storage,Tool Bags,GE,346.05,339,3.6,1889,GE Tool Bags product suitable for industrial use.,653688.4500000001,False,Medium,High
GRN-1224,Portable Air Compressor,Power Tools,Drills,Werner,463.54,365,3.5,3802,Werner Drills product suitable for industrial use.,1762379.08,False,High,High
GRN-1225,Cordless Screwdriver,Safety Equipment,Fire Safety,Milwaukee,92.42,11,4.9,490,Milwaukee Fire Safety product suitable for industrial use.,45285.8,True,Low,Low
GRN-1226,Safety Gloves - Large,Plumbing,Pipe Tools,Grainger,470.3,281,4.1,3392,Grainger Pipe Tools product suitable for industrial use.,1595257.6,False,High,High
GRN-1227,Adjustable Wrench,Compressed Air,Compressors,Werner,498.37,61,4.5,2806,Werner Compressors product suitable for industrial use.,1398426.22,False,Medium,High
GRN-1228,Ladder 6ft Fiberglass,Ladders & Scaff.,Step Ladders,Ansell,440.36,408,3.7,1365,Ansell Step Ladders product suitable for industrial use.,601091.4,False,Low,High
GRN-1229,Circuit Breaker 20A,Safety Equipment,Hand Protection,Werner,275.16,70,3.7,2704,Werner Hand Protection product suitable for industrial use.,744032.64,False,Medium,High
GRN-1230,Oil-Resistant Boots,HVAC,Ventilation Fans,Bosch,463.47,259,4.1,4646,Bosch Ventilation Fans product suitable for industrial use.,2153281.62,False,High,High
GRN-1231,Ladder 6ft Fiberglass,Footwear,Work Boots,Milwaukee,356.77,25,3.9,2515,Milwaukee Work Boots product suitable for industrial use.,897276.5499999999,False,Medium,High
GRN-1232,"Tool Bag 18""",Footwear,Work Boots,DeWalt,440.22,102,3.9,340,DeWalt Work Boots product suitable for industrial use.,149674.80000000002,False,Low,High
GRN-1233,LED Work Light,Ladders & Scaff.,Step Ladders,Zep,152.74,8,4.0,1708,Zep Step Ladders product suitable for industrial use.,260879.92,True,Medium,Medium
GRN-1234,Portable Air Compressor,Ladders & Scaff.,Step Ladders,Kidde,354.93,196,4.8,3093,Kidde Step Ladders product suitable for industrial use.,1097798.49,False,High,High
GRN-1235,Cordless Screwdriver,Power Tools,Drills,GE,310.96,351,4.1,2446,GE Drills product suitable for industrial use.,760608.1599999999,False,Medium,High
GRN-1236,Extension Cord 50ft,Lighting,Work Lights,3M,437.19,443,3.7,3319,3M Work Lights product suitable for industrial use.,1451033.61,False,High,High
GRN-1237,Pipe Wrench,Footwear,Work Boots,Eaton,331.47,254,5.0,906,Eaton Work Boots product suitable for industrial use.,300311.82,False,Low,High
GRN-1238,Oil-Resistant Boots,Compressed Air,Compressors,3M,274.72,488,4.0,2186,3M Compressors product suitable for industrial use.,600537.92,False,Medium,High
GRN-1239,Extension Cord 50ft,Compressed Air,Compressors,Ansell,199.37,10,4.8,815,Ansell Compressors product suitable for industrial use.,162486.55000000002,True,Low,Medium
GRN-1240,Air Filter 16x25x1,Ladders & Scaff.,Step Ladders,Grainger,92.58,277,4.5,2727,Grainger Step Ladders product suitable for industrial use.,252465.66,False,Medium,Low
GRN-1241,Extension Cord 50ft,Electrical,Extension Cords,Kidde,188.78,55,4.7,4699,Kidde Extension Cords product suitable for industrial use.,887077.22,False,High,Medium
GRN-1242,Ladder 6ft Fiberglass,Tools Storage,Tool Bags,3M,240.87,484,3.6,1262,3M Tool Bags product suitable for industrial use.,303977.94,False,Low,Medium
GRN-1243,Safety Gloves - Large,Electrical,Circuit Protection,3M,86.28,287,4.8,1836,3M Circuit Protection product suitable for industrial use.,158410.08000000002,False,Medium,Low
GRN-1244,Industrial Cleaner,Plumbing,Pipe Tools,Timberland PRO,204.7,130,4.5,876,Timberland PRO Pipe Tools product suitable for industrial use.,179317.19999999998,False,Low,Medium
GRN-1245,"Industrial Fan 24""",Electrical,Circuit Protection,3M,229.28,94,4.5,3695,3M Circuit Protection product suitable for industrial use.,847189.6,False,High,Medium
GRN-1246,Portable Air Compressor,Power Tools,Screwdrivers,Werner,115.41,372,4.1,2408,Werner Screwdrivers product suitable for industrial use.,277907.27999999997,False,Medium,Medium
GRN-1247,Industrial Cleaner,Ladders & Scaff.,Step Ladders,3M,32.88,105,4.9,4234,3M Step Ladders product suitable for industrial use.,139213.92,False,High,Low
GRN-1248,Portable Air Compressor,HVAC,Air Filters,Milwaukee,105.24,156,4.7,4691,Milwaukee Air Filters product suitable for industrial use.,493680.83999999997,False,High,Medium
GRN-1249,Cordless Screwdriver,Safety Equipment,Hand Protection,Timberland PRO,68.82,428,4.3,4529,Timberland PRO Hand Protection product suitable for industrial use.,311685.77999999997,False,High,Low
GRN-1250,Adjustable Wrench,HVAC,Ventilation Fans,DeWalt,335.71,114,4.5,3477,DeWalt Ventilation Fans product suitable for industrial use.,1167263.67,False,High,High
GRN-1251,Circuit Breaker 20A,Cleaning Supplies,Surface Cleaners,Werner,175.03,126,4.8,2436,Werner Surface Cleaners product suitable for industrial use.,426373.08,False,Medium,Medium
GRN-1252,Circuit Breaker 20A,Power Tools,Screwdrivers,3M,142.13,466,4.5,4935,3M Screwdrivers product suitable for industrial use.,701411.5499999999,False,High,Medium
GRN-1253,Safety Gloves - Large,Electrical,Circuit Protection,GE,368.31,92,4.4,3817,GE Circuit Protection product suitable for industrial use.,1405839.27,False,High,High
GRN-1254,Ladder 6ft Fiberglass,Electrical,Extension Cords,Eaton,463.57,224,4.0,4171,Eaton Extension Cords product suitable for industrial use.,1933550.47,False,High,High
GRN-1255,LED Work Light,Safety Equipment,Hand Protection,3M,154.54,392,4.3,2919,3M Hand Protection product suitable for industrial use.,451102.25999999995,False,Medium,Medium
GRN-1256,Oil-Resistant Boots,Lighting,Work Lights,DeWalt,261.8,136,4.4,2578,DeWalt Work Lights product suitable for industrial use.,674920.4,False,Medium,High
GRN-1257,Heavy Duty Drill,Safety Equipment,Hand Protection,Bosch,42.19,260,5.0,1503,Bosch Hand Protection product suitable for industrial use.,63411.57,False,Medium,Low
GRN-1258,Adjustable Wrench,Electrical,Circuit Protection,Milwaukee,456.03,445,4.2,1756,Milwaukee Circuit Protection product suitable for industrial use.,800788.6799999999,False,Medium,High
GRN-1259,"Tool Bag 18""",HVAC,Ventilation Fans,Eaton,283.57,430,4.5,4900,Eaton Ventilation Fans product suitable for industrial use.,1389493.0,False,High,High
GRN-1260,Extension Cord 50ft,Tools Storage,Tool Bags,Dayton,47.95,432,4.7,834,Dayton Tool Bags product suitable for industrial use.,39990.3,False,Low,Low
GRN-1261,Circuit Breaker 20A,Plumbing,Pipe Tools,Bosch,236.68,482,4.7,1180,Bosch Pipe Tools product suitable for industrial use.,279282.4,False,Low,Medium
GRN-1262,Pipe Wrench,Lighting,Work Lights,Ansell,95.12,435,4.2,3044,Ansell Work Lights product suitable for industrial use.,289545.28,False,High,Low
GRN-1263,Adjustable Wrench,Lighting,Work Lights,Bosch,248.88,460,4.6,2219,Bosch Work Lights product suitable for industrial use.,552264.72,False,Medium,Medium
GRN-1264,"Tool Bag 18""",Cleaning Supplies,Surface Cleaners,Dayton,250.15,5,3.6,124,Dayton Surface Cleaners product suitable for industrial use.,31018.600000000002,True,Low,High
GRN-1265,Industrial Cleaner,Cleaning Supplies,Surface Cleaners,3M,145.62,197,3.8,632,3M Surface Cleaners product suitable for industrial use.,92031.84,False,Low,Medium
GRN-1266,Fire Extinguisher ABC,Footwear,Work Boots,Ansell,94.58,490,4.1,3021,Ansell Work Boots product suitable for industrial use.,285726.18,False,High,Low
GRN-1267,Fire Extinguisher ABC,Cleaning Supplies,Surface Cleaners,Grainger,237.94,483,4.0,131,Grainger Surface Cleaners product suitable for industrial use.,31170.14,False,Low,Medium
GRN-1268,Fire Extinguisher ABC,Ladders & Scaff.,Step Ladders,Grainger,290.37,428,4.1,3662,Grainger Step Ladders product suitable for industrial use.,1063334.94,False,High,High
GRN-1269,"Industrial Fan 24""",Safety Equipment,Hand Protection,GE,104.69,310,4.5,3741,GE Hand Protection product suitable for industrial use.,391645.29,False,High,Medium
GRN-1270,Adjustable Wrench,Plumbing,Pipe Tools,Kidde,473.65,156,4.6,3237,Kidde Pipe Tools product suitable for industrial use.,1533205.0499999998,False,High,High
GRN-1271,Fire Extinguisher ABC,Electrical,Circuit Protection,Dayton,353.85,76,4.9,2140,Dayton Circuit Protection product suitable for industrial use.,757239.0,False,Medium,High
GRN-1272,LED Work Light,Tools Storage,Tool Bags,Bosch,338.37,327,4.7,2944,Bosch Tool Bags product suitable for industrial use.,996161.28,False,Medium,High
GRN-1273,Cordless Screwdriver,Plumbing,Pipe Tools,Timberland PRO,427.74,111,4.9,165,Timberland PRO Pipe Tools product suitable for industrial use.,70577.1,False,Low,High
GRN-1274,Portable Air Compressor,Power Tools,Wrenches,Timberland PRO,188.61,306,4.4,4529,Timberland PRO Wrenches product suitable for industrial use.,854214.6900000001,False,High,Medium
GRN-1275,LED Work Light,Electrical,Circuit Protection,Werner,405.27,258,4.2,929,Werner Circuit Protection product suitable for industrial use.,376495.82999999996,False,Low,High
GRN-1276,Extension Cord 50ft,Ladders & Scaff.,Step Ladders,Eaton,263.33,461,4.2,440,Eaton Step Ladders product suitable for industrial use.,115865.2,False,Low,High
GRN-1277,Circuit Breaker 20A,Compressed Air,Compressors,3M,87.26,57,3.6,4842,3M Compressors product suitable for industrial use.,422512.92000000004,False,High,Low
GRN-1278,Safety Gloves - Large,HVAC,Ventilation Fans,GE,254.16,132,4.9,3127,GE Ventilation Fans product suitable for industrial use.,794758.32,False,High,High
GRN-1279,LED Work Light,Lighting,Work Lights,Dayton,178.07,75,4.3,4403,Dayton Work Lights product suitable for industrial use.,784042.21,False,High,Medium
GRN-1280,Fire Extinguisher ABC,Power Tools,Drills,GE,243.07,451,4.5,727,GE Drills product suitable for industrial use.,176711.88999999998,False,Low,Medium
GRN-1281,Portable Air Compressor,Compressed Air,Compressors,3M,178.84,460,4.1,4677,3M Compressors product suitable for industrial use.,836434.68,False,High,Medium
GRN-1282,Air Filter 16x25x1,Plumbing,Pipe Tools,Eaton,218.22,362,4.0,1508,Eaton Pipe Tools product suitable for industrial use.,329075.76,False,Medium,Medium
GRN-1283,Circuit Breaker 20A,Lighting,Work Lights,DeWalt,176.02,45,4.5,360,DeWalt Work Lights product suitable for industrial use.,63367.200000000004,False,Low,Medium
GRN-1284,"Industrial Fan 24""",Compressed Air,Compressors,Werner,207.15,49,4.8,1488,Werner Compressors product suitable for industrial use.,308239.2,False,Low,Medium
GRN-1285,Extension Cord 50ft,Footwear,Work Boots,Eaton,105.98,80,4.9,227,Eaton Work Boots product suitable for industrial use.,24057.46,False,Low,Medium
GRN-1286,Industrial Cleaner,Footwear,Work Boots,GE,443.9,419,4.1,518,GE Work Boots product suitable for industrial use.,229940.19999999998,False,Low,High
GRN-1287,Pipe Wrench,Plumbing,Pipe Tools,Eaton,408.53,435,3.6,969,Eaton Pipe Tools product suitable for industrial use.,395865.56999999995,False,Low,High
GRN-1288,Air Filter 16x25x1,HVAC,Ventilation Fans,GE,102.37,284,4.2,426,GE Ventilation Fans product suitable for industrial use.,43609.62,False,Low,Medium
GRN-1289,Fire Extinguisher ABC,Lighting,Work Lights,Timberland PRO,231.93,349,3.8,2054,Timberland PRO Work Lights product suitable for industrial use.,476384.22000000003,False,Medium,Medium
GRN-1290,Circuit Breaker 20A,HVAC,Air Filters,Kidde,368.66,263,3.7,339,Kidde Air Filters product suitable for industrial use.,124975.74,False,Low,High
GRN-1291,Cordless Screwdriver,Ladders & Scaff.,Step Ladders,Dayton,106.06,243,4.8,4597,Dayton Step Ladders product suitable for industrial use.,487557.82,False,High,Medium
GRN-1292,Portable Air Compressor,Safety Equipment,Hand Protection,GE,61.76,478,4.5,4850,GE Hand Protection product suitable for industrial use.,299536.0,False,High,Low
GRN-1293,Oil-Resistant Boots,Footwear,Work Boots,Eaton,430.88,272,4.1,4024,Eaton Work Boots product suitable for industrial use.,1733861.1199999999,False,High,High
GRN-1294,Cordless Screwdriver,Cleaning Supplies,Surface Cleaners,Bosch,227.42,364,4.3,2237,Bosch Surface Cleaners product suitable for industrial use.,508738.54,False,Medium,Medium
GRN-1295,Safety Gloves - Large,Ladders & Scaff.,Step Ladders,DeWalt,181.41,399,4.9,3255,DeWalt Step Ladders product suitable for industrial use.,590489.55,False,High,Medium
GRN-1296,"Tool Bag 18""",Footwear,Work Boots,Timberland PRO,334.24,68,4.3,3132,Timberland PRO Work Boots product suitable for industrial use.,1046839.68,False,High,High
GRN-1297,Portable Air Compressor,Plumbing,Pipe Tools,3M,109.01,388,4.1,2567,3M Pipe Tools product suitable for industrial use.,279828.67000000004,False,Medium,Medium
GRN-1298,Heavy Duty Drill,Ladders & Scaff.,Step Ladders,Eaton,351.82,283,4.2,828,Eaton Step Ladders product suitable for industrial use.,291306.96,False,Low,High
GRN-1299,Extension Cord 50ft,Cleaning Supplies,Surface Cleaners,Dayton,425.43,48,3.8,4994,Dayton Surface Cleaners product suitable for industrial use.,2124597.42,False,High,High
GRN-1300,Portable Air Compressor,Cleaning Supplies,Surface Cleaners,Grainger,425.99,405,4.4,564,Grainger Surface Cleaners product suitable for industrial use.,240258.36000000002,False,Low,High
GRN-1301,Fire Extinguisher ABC,Power Tools,Wrenches,Kidde,248.92,354,4.7,1446,Kidde Wrenches product suitable for industrial use.,359938.32,False,Low,Medium
GRN-1302,Industrial Cleaner,Tools Storage,Tool Bags,Timberland PRO,67.36,152,4.8,1332,Timberland PRO Tool Bags product suitable for industrial use.,89723.52,False,Low,Low
GRN-1303,Oil-Resistant Boots,Plumbing,Pipe Tools,Eaton,161.86,436,4.5,724,Eaton Pipe Tools product suitable for industrial use.,117186.64000000001,False,Low,Medium
GRN-1304,Extension Cord 50ft,Tools Storage,Tool Bags,DeWalt,285.85,388,4.8,3450,DeWalt Tool Bags product suitable for industrial use.,986182.5000000001,False,High,High
GRN-1305,Extension Cord 50ft,Safety Equipment,Hand Protection,GE,126.85,190,4.5,1112,GE Hand Protection product suitable for industrial use.,141057.19999999998,False,Low,Medium
GRN-1306,Extension Cord 50ft,Safety Equipment,Hand Protection,Milwaukee,451.43,10,4.5,1408,Milwaukee Hand Protection product suitable for industrial use.,635613.4400000001,True,Low,High
GRN-1307,Safety Gloves - Large,Electrical,Circuit Protection,Bosch,96.83,155,4.6,3727,Bosch Circuit Protection product suitable for industrial use.,360885.41,False,High,Low
GRN-1308,Ladder 6ft Fiberglass,Safety Equipment,Fire Safety,Werner,23.03,360,4.5,4145,Werner Fire Safety product suitable for industrial use.,95459.35,False,High,Low
GRN-1309,Industrial Cleaner,Safety Equipment,Fire Safety,Werner,263.94,352,4.4,749,Werner Fire Safety product suitable for industrial use.,197691.06,False,Low,High
GRN-1310,Circuit Breaker 20A,Plumbing,Pipe Tools,Kidde,365.58,437,3.6,3088,Kidde Pipe Tools product suitable for industrial use.,1128911.04,False,High,High
GRN-1311,Fire Extinguisher ABC,Plumbing,Pipe Tools,Eaton,190.15,187,4.7,891,Eaton Pipe Tools product suitable for industrial use.,169423.65,False,Low,Medium
GRN-1312,Pipe Wrench,Plumbing,Pipe Tools,Milwaukee,81.99,385,4.5,3895,Milwaukee Pipe Tools product suitable for industrial use.,319351.05,False,High,Low
GRN-1313,Circuit Breaker 20A,Tools Storage,Tool Bags,Dayton,294.85,454,4.5,3489,Dayton Tool Bags product suitable for industrial use.,1028731.65,False,High,High
GRN-1314,Adjustable Wrench,Ladders & Scaff.,Step Ladders,Timberland PRO,282.4,186,4.4,542,Timberland PRO Step Ladders product suitable for industrial use.,153060.8,False,Low,High
GRN-1315,Oil-Resistant Boots,Power Tools,Drills,GE,493.65,476,3.6,536,GE Drills product suitable for industrial use.,264596.39999999997,False,Low,High
GRN-1316,Oil-Resistant Boots,Plumbing,Pipe Tools,Eaton,451.06,485,4.7,2508,Eaton Pipe Tools product suitable for industrial use.,1131258.48,False,Medium,High
GRN-1317,Extension Cord 50ft,Ladders & Scaff.,Step Ladders,Grainger,365.15,500,4.1,1849,Grainger Step Ladders product suitable for industrial use.,675162.35,False,Medium,High
GRN-1318,Extension Cord 50ft,Compressed Air,Compressors,Werner,38.8,315,4.7,4963,Werner Compressors product suitable for industrial use.,192564.4,False,High,Low
GRN-1319,Extension Cord 50ft,Plumbing,Pipe Tools,Eaton,291.25,430,4.3,1035,Eaton Pipe Tools product suitable for industrial use.,301443.75,False,Low,High
GRN-1320,Safety Gloves - Large,Cleaning Supplies,Surface Cleaners,Kidde,10.07,212,4.5,4641,Kidde Surface Cleaners product suitable for industrial use.,46734.87,False,High,Low
GRN-1321,Pipe Wrench,Lighting,Work Lights,Ansell,468.47,380,4.0,550,Ansell Work Lights product suitable for industrial use.,257658.50000000003,False,Low,High
GRN-1322,Heavy Duty Drill,Lighting,Work Lights,3M,10.46,467,3.8,2798,3M Work Lights product suitable for industrial use.,29267.08,False,Medium,Low
GRN-1323,Cordless Screwdriver,Ladders & Scaff.,Step Ladders,3M,307.75,271,4.8,1816,3M Step Ladders product suitable for industrial use.,558874.0,False,Medium,High
GRN-1324,Adjustable Wrench,Tools Storage,Tool Bags,Bosch,206.19,318,3.7,4077,Bosch Tool Bags product suitable for industrial use.,840636.63,False,High,Medium
GRN-1325,Ladder 6ft Fiberglass,Compressed Air,Compressors,Grainger,335.75,485,4.2,4257,Grainger Compressors product suitable for industrial use.,1429287.75,False,High,High
GRN-1326,Circuit Breaker 20A,Lighting,Work Lights,Grainger,342.39,252,4.5,2438,Grainger Work Lights product suitable for industrial use.,834746.82,False,Medium,High
GRN-1327,"Industrial Fan 24""",Compressed Air,Compressors,3M,33.24,15,4.1,568,3M Compressors product suitable for industrial use.,18880.32,True,Low,Low
GRN-1328,Pipe Wrench,Compressed Air,Compressors,Kidde,265.84,17,4.6,2969,Kidde Compressors product suitable for industrial use.,789278.96,True,Medium,High
GRN-1329,LED Work Light,Ladders & Scaff.,Step Ladders,3M,112.85,242,4.8,1407,3M Step Ladders product suitable for industrial use.,158779.94999999998,False,Low,Medium
GRN-1330,Pipe Wrench,HVAC,Ventilation Fans,Bosch,151.66,438,3.6,2484,Bosch Ventilation Fans product suitable for industrial use.,376723.44,False,Medium,Medium
